Hermodice carunculata
Sylvicapra grimmia
Syncerus caffer
Tragelaphus angasii
Tragelaphus oryx
Lama guanicoe
Alces alces
Alces americanus
Capreolus capreolus
Cervus canadensis
Cervus elaphus
Hydropotes inermis
Odocoileus hemionus
Odocoileus virginianus
Rusa unicolor
Giraffa camelopardalis
Hippopotamus amphibius
Phacochoerus africanus
Sus scrofa
Pecari tajacu
Canis adustus
Canis aureus
Canis latrans
Cerdocyon thous
Lycalopex griseus
Otocyon megalotis
Urocyon cinereoargenteus
Urocyon littoralis
Vulpes lagopus
Vulpes macrotis
Vulpes vulpes
Caracal caracal
Felis catus
Felis silvestris
Leopardus wiedii
Leptailurus serval
Lynx rufus
Panthera leo
Panthera tigris
Puma concolor
Cynictis penicillata
Helogale parvula
Herpestes auropunctatus
Herpestes ichneumon
Herpestes sanguineus
Ichneumia albicauda
Mungos mungo
Crocuta crocuta
Mephitis macroura
Mephitis mephitis
Spilogale gracilis
Eira barbara
Enhydra lutris
Lontra canadensis
Lontra longicaudis
Lutra lutra
Martes americana
Martes foina
Martes martes
Martes pennanti
Meles meles
Mellivora capensis
Mustela nivalis
Mustela putorius
Neovison vison
Pteronura brasiliensis
Arctocephalus forsteri
Arctocephalus pusillus
Otaria byronia
Phocarctos hookeri
Zalophus californianus
Zalophus wollebaeki
Hydrurga leptonyx
Mirounga angustirostris
Phoca vitulina
Bassariscus astutus
Nasua narica
Nasua nasua
Procyon lotor
Ursus americanus
Ursus arctos
Ursus maritimus
Civettictis civetta
Genetta maculata
Balaenoptera acutorostrata
Balaenoptera musculus
Balaenoptera physalus
Megaptera novaeangliae
Delphinus capensis
Grampus griseus
Lagenorhynchus obliquidens
Orcinus orca
Stenella longirostris
Tursiops truncatus
Eschrichtius robustus
Phocoenoides dalli
Physeter macrocephalus
Taphozous mauritianus
Artibeus jamaicensis
Artibeus lituratus
Eidolon helvum
Epomophorus gambianus
Pteropus poliocephalus
Corynorhinus townsendii
Lasiurus blossevillii
Myotis lucifugus
Perimyotis subflavus
Dasypus novemcinctus
Galeopterus variegatus
Didelphis marsupialis
Didelphis virginiana
Philander opossum
Macropus agilis
Macropus fuliginosus
Macropus rufogriseus
Thylogale billardierii
Wallabia bicolor
Trichosurus vulpecula
Pseudocheirus peregrinus
Vombatus ursinus
Erinaceus europaeus
Notiosorex crawfordi
Neurotrichus gibbsii
Parascalops breweri
Talpa europaea
Lepus alleni
Lepus americanus
Lepus californicus
Lepus europaeus
Lepus townsendii
Oryctolagus cuniculus
Sylvilagus aquaticus
Sylvilagus audubonii
Sylvilagus bachmani
Sylvilagus cunicularius
Sylvilagus floridanus
Sylvilagus nuttallii
Ochotona princeps
Equus grevyi
Equus quagga
Ceratotherium simum
Diceros bicornis
Tapirus bairdii
Alouatta caraya
Callithrix jacchus
Saimiri sciureus
Cercopithecus mitis
Chlorocebus pygerythrus
Chlorocebus tantalus
Colobus guereza
Erythrocebus patas
Papio cynocephalus
Trachypithecus obscurus
Pan troglodytes
Loxodonta africana
Castor canadensis
Castor fiber
Myodes glareolus
Ondatra zibethicus
Peromyscus fraterculus
Cuniculus paca
Dasyprocta mexicana
Coendou mexicanus
Erethizon dorsatum
Thomomys bottae
Glis glis
Dipodomys merriami
Hystrix cristata
Mus musculus
Myocastor coypus
Callosciurus erythraeus
Callosciurus notatus
Callospermophilus lateralis
Callospermophilus saturatus
Cynomys ludovicianus
Cynomys mexicanus
Glaucomys sabrinus
Marmota flaviventris
Marmota monax
Otospermophilus beecheyi
Otospermophilus variegatus
Paraxerus cepapi
Sciurus alleni
Sciurus arizonensis
Sciurus aureogaster
Sciurus carolinensis
Sciurus colliaei
Sciurus granatensis
Sciurus griseus
Sciurus niger
Sciurus vulgaris
Sciurus yucatanensis
Tamias amoenus
Tamias merriami
Tamias sibiricus
Tamias sonomae
Tamias speciosus
Tamias striatus
Tamias townsendii
Tamias umbrinus
Tamiasciurus douglasii
Tamiasciurus hudsonicus
Urocitellus parryii
Urocitellus richardsonii
Xerospermophilus tereticaudus
Xerus inauris
Trichechus manatus
Orycteropus afer
Alligator mississippiensis
Caiman yacare
Crocodylus acutus
Crocodylus palustris
Crocodylus porosus
Sphenodon punctatus
Acanthocercus atricollis
Agama agama
Agama atra
Agama lionotus
Bronchocela cristatella
Bronchocela jubata
Japalura swinhonis
Stellagama stellio
Anguis fragilis
Anguis veronensis
Elgaria multicarinata
Ophisaurus attenuatus
Ophisaurus ventralis
Anniella stebbinsi
Boa imperator
Lichanura trivirgata
Calumma parsonii
Chamaeleo chamaeleon
Furcifer oustaleti
Trioceros jacksonii
Ahaetulla prasina
Arizona elegans
Cemophora coccinea
Chionactis occipitalis
Coluber bilineatus
Coluber constrictor
Coluber flagellum
Coluber fuliginosus
Coluber lateralis
Coluber mentovarius
Coluber schotti
Coniophanes imperialis
Conopsis lineata
Conopsis nasus
Crotaphopeltis hotamboeia
Dendrelaphis pictus
Diadophis punctatus
Drymarchon melanurus
Farancia abacura
Haldea striatula
Heterodon kennerlyi
Heterodon platirhinos
Hierophis viridiflavus
Hypsiglena chlorophaea
Hypsiglena jani
Hypsiglena ochrorhyncha
Imantodes cenchoa
Lampropeltis alterna
Lampropeltis annulata
Lampropeltis californiae
Lampropeltis calligaster
Lampropeltis gentilis
Lampropeltis holbrooki
Lampropeltis nigra
Lampropeltis polyzona
Lampropeltis splendida
Lampropeltis triangulum
Lampropeltis zonata
Leptodeira septentrionalis
Leptophis ahaetulla
Leptophis diplotropis
Leptophis mexicanus
Liodytes rigida
Natrix maura
Natrix natrix
Nerodia clarkii
Nerodia erythrogaster
Nerodia fasciata
Nerodia rhombifer
Nerodia sipedon
Ninia sebae
Opheodrys aestivus
Pantherophis alleghaniensis
Pantherophis emoryi
Pantherophis obsoletus
Pantherophis vulpinus
Phyllorhynchus decurtatus
Pituophis catenifer
Rhabdophis tigrinus
Rhinocheilus lecontei
Salvadora grahamiae
Senticolis triaspis
Spilotes pullatus
Storeria dekayi
Storeria occipitomaculata
Storeria storerioides
Tantilla gracilis
Thamnophis cyrtopsis
Thamnophis elegans
Thamnophis eques
Thamnophis marcianus
Thamnophis proximus
Thamnophis sirtalis
Trimorphodon lyrophanes
Trimorphodon paucimaculatus
Trimorphodon tau
Tropidoclonion lineatum
Virginia valeriae
Basiliscus basiliscus
Basiliscus plumifrons
Basiliscus vittatus
Corytophanes cristatus
Crotaphytus collaris
Anolis carolinensis
Anolis cristatellus
Anolis cybotes
Anolis distichus
Anolis roquet
Anolis sagrei
Mokopirirakau granulatus
Woodworthia maculatus
Micrurus tener
Coleonyx brevis
Cyrtodactylus marmoratus
Gehyra mutilata
Gekko chinensis
Gekko japonicus
Hemidactylus frenatus
Hemidactylus platyurus
Hemidactylus turcicus
Lepidodactylus lugubris
Lygodactylus capensis
Heloderma horridum
Conolophus subcristatus
Ctenosaura acanthura
Ctenosaura hemilopha
Ctenosaura macrolopha
Ctenosaura pectinata
Ctenosaura similis
Dipsosaurus dorsalis
Iguana iguana
Sauromalus ater
Lacerta agilis
Lacerta viridis
Podarcis muralis
Podarcis siculus
Podarcis tiliguerta
Psammodromus algirus
Teira dugesii
Timon lepidus
Zootoca vivipara
Pseudaspis cana
Rena dulcis
Rena humilis
Callisaurus draconoides
Cophosaurus texanus
Holbrookia elegans
Holbrookia lacerata
Petrosaurus mearnsi
Phrynosoma blainvillii
Phrynosoma cornutum
Phrynosoma hernandesi
Phrynosoma mcallii
Phrynosoma modestum
Phrynosoma solare
Phrynosoma taurus
Sceloporus chrysostictus
Sceloporus consobrinus
Sceloporus cowlesi
Sceloporus formosus
Sceloporus graciosus
Sceloporus horridus
Sceloporus malachiticus
Sceloporus minor
Sceloporus mucronatus
Sceloporus nelsoni
Sceloporus occidentalis
Sceloporus olivaceus
Sceloporus orcutti
Sceloporus poinsettii
Sceloporus siniferus
Sceloporus torquatus
Sceloporus tristichus
Sceloporus undulatus
Sceloporus uniformis
Sceloporus variabilis
Sceloporus zosteromus
Urosaurus bicarinatus
Urosaurus nigricaudus
Urosaurus ornatus
Uta stansburiana
Phyllodactylus unctus
Tarentola mauritanica
Thecadactylus rapicauda
Morelia spilota
Eulamprus quoyii
Eutropis multifasciata
Oligosoma polychroma
Plestiodon fasciatus
Plestiodon gilberti
Plestiodon laticeps
Plestiodon obsoletus
Plestiodon skiltonianus
Scincella lateralis
Sphenomorphus indicus
Tiliqua rugosa
Tiliqua scincoides
Trachylepis margaritifera
Trachylepis quinquetaeniata
Trachylepis striata
Gonatodes albogularis
Ameiva ameiva
Aspidoscelis costata
Aspidoscelis exsanguis
Aspidoscelis gularis
Aspidoscelis hyperythra
Aspidoscelis inornata
Aspidoscelis lineattissima
Aspidoscelis scalaris
Aspidoscelis sexlineata
Aspidoscelis sonorae
Aspidoscelis tigris
Aspidoscelis uniparens
Cnemidophorus lemniscatus
Holcosus festivus
Holcosus undulatus
Pholidoscelis exsul
Salvator merianae
Microlophus albemarlensis
Varanus nebulosus
Agkistrodon contortrix
Agkistrodon piscivorus
Bitis arietans
Crotalus adamanteus
Crotalus aquilus
Crotalus atrox
Crotalus basiliscus
Crotalus cerastes
Crotalus horridus
Crotalus lepidus
Crotalus molossus
Crotalus oreganus
Crotalus ornatus
Crotalus pricei
Crotalus pyrrhus
Crotalus ravus
Crotalus ruber
Crotalus scutulatus
Crotalus tigris
Crotalus viridis
Sistrurus catenatus
Sistrurus tergeminus
Trimeresurus albolabris
Vipera aspis
Xantusia henshawi
Chelonia mydas
Eretmochelys imbricata
Chelydra serpentina
Macrochelys temminckii
Actinemys marmorata
Chrysemys picta
Deirochelys reticularia
Emydoidea blandingii
Graptemys pseudogeographica
Graptemys versa
Pseudemys rubriventris
Pseudemys texana
Terrapene carolina
Terrapene ornata
Trachemys scripta
Trachemys venusta
Mauremys caspica
Rhinoclemmys areolata
Rhinoclemmys pulcherrima
Kinosternon baurii
Kinosternon integrum
Kinosternon sonoriense
Sternotherus carinatus
Sternotherus odoratus
Chersina angulata
Gopherus agassizii
Gopherus berlandieri
Gopherus morafkai
Gopherus polyphemus
Testudo graeca
Testudo hermanni
Apalone ferox
Apalone spinifera
Actinia equina
Actinia tenebrosa
Anthopleura artemisia
Anthopleura elegantissima
Anthopleura sola
Anthopleura xanthogrammica
Condylactis gigantea
Epiactis prolifera
Isactinia olivacea
Oulactis magna
Oulactis muscosa
Phlyctenactis tuberculosa
Urticina coriacea
Urticina crassicornis
Urticina grebelnyi
Urticina lofotensis
Diadumene lineata
Metridium farcimen
Anthothoe albocincta
Corynactis californica
Balanophyllia elegans
Tubastraea coccinea
Pseudodiploria strigosa
Velella velella
Eucheilota bakeri
Physalia physalis
Chrysaora fuscescens
Phacellophora camtschatica
Asterias rubens
Coscinasterias muricata
Evasterias troschelii
Leptasterias hexactis
Pisaster giganteus
Pisaster ochraceus
Pycnopodia helianthoides
Stichaster australis
Acanthaster planci
Henricia leviuscula
Henricia pumila
Patiria chilensis
Patiria miniata
Patiriella regularis
Dermasterias imbricata
Linckia multifora
Culcita novaeguineae
Oreaster reticulatus
Protoreaster nodosus
Colobocentrotus atratus
Evechinus chloroticus
Heterocentrotus mamillatus
Strongylocentrotus franciscanus
Strongylocentrotus purpuratus
Tripneustes gratilla
Tripneustes ventricosus
Dendraster excentricus
Diadema antillarum
Diadema setosum
Holothuria atra
Lissothuria nutriens
Eupentacta quinquesemita
Ophionereis fasciata
Ophiothrix spiculata
Eontia ponderosa
Nuttallia obscurata
Macoma nasuta
Mya arenaria
Platyodon cancellatus
Cyrtopleura costata
Mytilus californianus
Mytilus galloprovincialis
Perna canaliculus
Xenostrobus neozelanicus
Anomia simplex
Pododesmus macrochisma
Magallana gigas
Argopecten gibbus
Argopecten irradians
Argopecten ventricosus
Crassadoma gigantea
Pecten novaezelandiae
Amblema plicata
Elliptio complanata
Lampsilis cardium
Lampsilis teres
Leptodea fragilis
Pyganodon grandis
Dinocardium robustum
Tridacna crocea
Chama arcana
Corbicula fluminea
Donax gouldii
Donax variabilis
Spisula solidissima
Ensis directus
Siliqua patula
Tagelus californianus
Austrovenus stutchburyi
Chione californiensis
Chione elevata
Dosinia anus
Ruditapes philippinarum
Saxidomus nuttalli
Tivela stultorum
Octopus bimaculoides
Octopus cyanea
Octopus rubescens
Octopus tetricus
Octopus vulgaris
Sepia apama
Sepia officinalis
Spirula spirula
Aplysia californica
Bursatella leachii
Bulla gouldiana
Haminoea japonica
Nerita melanotragus
Nerita picea
Lymnaea stagnalis
Siphonaria australis
Crepidula onyx
Crepipatella lingulata
Crucibulum spinosum
Cypraea tigris
Hipponix antiquatus
Hipponix tumens
Austrolittorina antipodum
Littoraria irrorata
Littorina keenae
Littorina obtusata
Littorina scutulata
Euspira heros
Neverita reclusiana
Cyphoma gibbosum
Pomatias elegans
Strombus alatus
Hespererato vitellina
Acmaea mitra
Calliostoma canaliculatum
Epitonium tinctum
Janthina janthina
Opalia wroblewskyi
Diodora aspera
Fissurellidea bimaculata
Scutus breviculus
Haliotis cracherodii
Haliotis fulgens
Haliotis iris
Haliotis rufescens
Lottia gigantea
Lottia insessa
Lottia limatula
Lottia scabra
Lottia scutum
Testudinalia testudinalis
Cellana denticulata
Cellana ornata
Cellana radians
Melanoides tuberculata
Diloma aethiops
Norrisia norrisii
Tegula aureotincta
Tegula eiseni
Tegula funebralis
Cookia sulcata
Lunella smaragdus
Maoricolpus roseus
Busycon carica
Busycotypus canaliculatus
Cominella adspersa
Cominella maculosa
Cominella virgata
Lirabuccinum dirum
Sinistrofulgur sinistrum
Sinistrofulgur pulleyi
Alia carinata
Amphissa columbiana
Amphissa versicolor
Californiconus californicus
Triplofusus giganteus
Mitra idae
Acanthinucella punctulata
Acanthinucella spirata
Ceratostoma foliatum
Dicathais orbita
Haustrum scobina
Nucella lapillus
Pteropurpura festiva
Roperia poulsoni
Nassarius fossatus
Tritia obsoleta
Americoliva sayana
Hallaxa chani
Aeolidia loui
Anteaeolidiella oliviae
Aldisa sanguinea
Cadlina flavomaculata
Cadlina luteomarginata
Cadlina modesta
Ceratosoma amoenum
Doriprismatica atromarginata
Felimare picta
Felimare tricolor
Felimare villafranca
Glossodoris rufomarginata
Hypselodoris imperialis
Thorunna daniellae
Corambe pacifica
Cuthona divae
Doriopsilla albopunctata
Doriopsilla fulva
Dendronotus albus
Dendronotus subramosus
Dendronotus venustus
Dirona albolineata
Dirona picta
Diaulula odonoghuei
Diaulula sandiegensis
Geitodoris heathi
Peltodoris nobilis
Doris montereyensis
Doto amyra
Doto columbiana
Doto kya
Eubranchus rustyus
Hermissenda crassicornis
Hermissenda opalescens
Phidiana hiltoni
Abronica abronia
Flabellina cooperi
Flabellina exoptata
Flabellina rubrolineata
Flabellina trilineata
Pteraeolidia ianthina
Pteraeolidia semperi
Ancula gibbosa
Goniodoris castanea
Okenia rosacea
Janolus barbarensis
Jorunna funebris
Aegires albopunctatus
Acanthodoris hudsoni
Acanthodoris lutea
Acanthodoris nanaimoensis
Acanthodoris rhodoceras
Diaphorodoris lirulatocauda
Onchidoris bilamellata
Phyllidia ocellata
Phyllidia varicosa
Phyllidiella pustulosa
Crimora coneja
Polycera atra
Polycera hedgpethi
Polycera quadrilineata
Tambja morosa
Triopha catalinae
Triopha maculata
Limacia cockerelli
Limacia mcdonaldi
Rostanga pulchra
Melibe leonina
Tenellia albocrusta
Tenellia flavovulta
Tenellia lagunae
Zelentia fulgens
Tritonia festiva
Berthella californica
Elysia crispata
Elysia hedgpethi
Deroceras reticulatum
Ariolimax columbianus
Arion hortensis
Prophysaon andersoni
Megaustenia imperator
Athoracophorus bitentaculatus
Monadenia infumata
Rabdotus mooreanus
Zachrysia provisoria
Cochlicopa lubrica
Zonitoides arboreus
Haplotrema minimum
Haplotrema vancouverense
Arianta arbustorum
Cantareus apertus
Cepaea nemoralis
Cornu aspersum
Eobania vermiculata
Helix pomatia
Otala lactea
Helminthoglypta arrosa
Helminthoglypta nickliniana
Helminthoglypta sequoicola
Helminthoglypta traskii
Helminthoglypta tudiculata
Cochlicella barbara
Limax maximus
Glyptostoma newberryanum
Milax gagates
Liguus fasciatus
Meghimatium bilineatum
Philomycus carolinianus
Linisa texasiana
Mesodon thyroidus
Neohelix albolabris
Patera roemeri
Polygyra cereolus
Vespericola columbianus
Paryphanta busbyi
Rumina decollata
Acanthochitona zelandica
Acanthopleura granulata
Chiton glaucus
Sypharochiton pelliserpentis
Sypharochiton sinclairi
Ischnochiton maorianus
Lepidozona cooperi
Lepidozona mertensii
Stenoplax conspicua
Cyanoplax hartwegii
Cryptochiton stelleri
Katharina tunicata
Mopalia hindsii
Mopalia muscosa
Tonicella lineata
Tonicella lokii
Pseudobiceros ferrugineus
Phascolosoma agassizii
Nostoc commune
Desmarestia ligulata
Leathesia marina
Ascophyllum nodosum
Fucus distichus
Pelvetiopsis limitata
Silvetia compressa
Hormosira banksii
Carpophyllum maschalocarpum
Carpophyllum plumosum
Cystophora retroflexa
Stephanocystis osmundacea
Alaria marginata
Ecklonia radiata
Egregia menziesii
Eisenia arborea
Pterygophora californica
Undaria pinnatifida
Costaria costata
Laminaria setchellii
Laminaria sinclairii
Saccharina latissima
Macrocystis pyrifera
Nereocystis luetkeana
Postelsia palmaeformis
Colpomenia sinuosa
Herpothallon rubrocinctum
Chrysothrix candelaris
Candelaria concolor
Cladia retipora
Cladonia chlorophaea
Cladonia confusa
Cladonia coniocraea
Cladonia furcata
Cladonia macilenta
Cladonia squamosa
Cladonia stellaris
Pilophorus acicularis
Protoparmeliopsis pinguis
Rhizoplaca chrysoleuca
Dolichousnea longissima
Evernia mesomorpha
Evernia prunastri
Flavoparmelia caperata
Flavopunctelia flaventior
Hypogymnia imshaugii
Hypogymnia physodes
Hypogymnia tubulosa
Melanelixia subaurifera
Parmelia squarrosa
Parmotrema hypotropum
Platismatia glauca
Platismatia herrei
Platismatia tuckermanii
Pseudevernia consocians
Punctelia rudecta
Tuckermannopsis orbata
Usnea intermedia
Usnea rubicunda
Usnea strigosa
Vulpicida pinastri
Heterodermia leucomela
Phaeophyscia rubropulchra
Physcia adscendens
Physcia millegrana
Physcia stellaris
Niebla cephalota
Niebla combeoides
Niebla homalea
Ramalina canariensis
Ramalina celastri
Ramalina leptocarpha
Ramalina menziesii
Ramalina pollinaria
Ramalina subleptocarpha
Stereocaulon ramulosum
Porpidia albocaerulescens
Graphis scripta
Scytinium palmatum
Lobaria anomala
Lobaria anthraspis
Lobaria pulmonaria
Lobaria quercizans
Lobaria scrobiculata
Pseudocyphellaria crocata
Sticta fuliginosa
Sticta limbata
Peltigera canina
Peltigera collina
Peltigera membranacea
Dibaeis arcuata
Dibaeis baeomyces
Icmadophila ericetorum
Polycauliona candelaria
Rusavskia elegans
Teloschistes chrysophthalmus
Teloschistes exilis
Teloschistes flavicans
Xanthomendoza fallax
Xanthomendoza hasseana
Xanthoria parietina
Lasallia papulosa
Umbilicaria phaea
Ascocoryne sarcoides
Chlorociboria aeruginascens
Bulgaria inquinans
Leotia lubrica
Rhytisma acerinum
Caloscypha fulgens
Gyromitra esculenta
Gyromitra infula
Helvella acetabulum
Helvella crispa
Helvella vespertina
Morchella americana
Morchella rufobrunnea
Galiella rufa
Urnula craterium
Sirococcus clavigignenti-juglandacearum
Hypomyces chrysospermus
Hypomyces hyalinus
Annulohypoxylon thouarsianum
Kretzschmaria deusta
Agaricus augustus
Agaricus bernardii
Agaricus californicus
Agaricus campestris
Agaricus xanthodermus
Battarrea phalloides
Calvatia sculpta
Chlorophyllum brunneum
Chlorophyllum rhacodes
Coprinus comatus
Lepiota magnispora
Lepiota rubrotinctoides
Leucoagaricus americanus
Leucoagaricus leucothites
Leucocoprinus cepistipes
Montagnea arenaria
Podaxis pistillaris
Amanita amerirubescens
Amanita augusta
Amanita bisporigera
Amanita caesarea
Amanita calyptroderma
Amanita gemmata
Amanita jacksonii
Amanita muscaria
Amanita novinupta
Amanita ocreata
Amanita rubescens
Amanita vaginata
Conocybe apala
Panaeolina foenisecii
Clavaria zollingeri
Clavulinopsis fusiformis
Clavulinopsis laeticolor
Ramariopsis kunzei
Cortinarius iodes
Cortinarius violaceus
Crepidotus mollis
Baeospora myosura
Chondrostereum purpureum
Entoloma abortivum
Entoloma medianox
Fistulina hepatica
Laccaria amethysteo-occidentalis
Laccaria amethystina
Laccaria laccata
Gliophorus psittacinus
Hygrocybe acutoconica
Hygrocybe singeri
Hygrophorus eburneus
Lichenomphalia umbellifera
Hebeloma crustuliniforme
Inocybe geophylla
Lycoperdon perlatum
Marasmius oreades
Marasmius plicatulus
Marasmius rotula
Megacollybia rodmanii
Cruentomycena viscidocruenta
Mycena acicula
Mycena epipterygia
Mycena haematopus
Mycena interrupta
Mycena pura
Panellus pusillus
Panellus serotinus
Panellus stipticus
Sarcomyxa serotina
Xeromphalina campanella
Cyathus olla
Gymnopus brassicolens
Gymnopus dryophilus
Gymnopus quercophilus
Marasmiellus candidus
Armillaria novae-zelandiae
Armillaria sinapina
Armillaria tabescens
Strobilurus trullisatus
Pleurotus ostreatus
Pleurotus pulmonarius
Phyllotopsis nidulans
Lacrymaria lacrymabunda
Panaeolus antillarum
Panaeolus papilionaceus
Psathyrella candolleana
Psathyrella longipes
Schizophyllum commune
Agrocybe pediades
Agrocybe praecox
Agrocybe putaminum
Deconica coprophila
Galerina marginata
Gymnopilus sapineus
Gymnopilus ventricosus
Hypholoma capnoides
Leratiomyces percevalii
Pholiota aurivella
Psilocybe allenii
Psilocybe cubensis
Psilocybe cyanescens
Stropharia rugosoannulata
Caulorhiza umbonata
Clitocybe nebularis
Lepista nuda
Leucopaxillus albissimus
Leucopaxillus gentianeus
Tricholoma dryophilum
Tricholoma terreum
Tricholomopsis rutilans
Tubaria furfuracea
Exidia nucleata
Exidia recisa
Rickenella fibula
Chalciporus piperatus
Exsudoporus frostii
Retiboletus ornatipes
Suillellus amygdalinus
Xerocomellus chrysenteron
Xerocomellus dryophilus
Xerocomellus zelleri
Xerocomus subtomentosus
Chroogomphus vinicolor
Gomphidius oregonensis
Hygrophoropsis aurantiaca
Paxillus involutus
Pisolithus arhizus
Pisolithus arrhizus
Calostoma cinnabarinum
Suillus americanus
Suillus brevipes
Suillus caerulescens
Suillus granulatus
Suillus luteus
Suillus pictus
Suillus pungens
Tapinella atrotomentosa
Cantharellus californicus
Cantharellus lateritius
Craterellus calicornucopioides
Craterellus cornucopioides
Craterellus fallax
Craterellus tubaeformis
Clavulina cristata
Clavulina rugosa
Hydnum repandum
Gloeophyllum sepiarium
Neolentinus ponderosus
Ramaria stricta
Inonotus dryadeus
Inonotus obliquus
Phellinus gilvus
Phellinus tremulae
Porodaedalea pini
Contumyces rosellus
Clathrus archeri
Clathrus columnatus
Lysurus mokusin
Mutinus elegans
Phallus hadriani
Phallus indusiatus
Phallus ravenelii
Phallus rubicundus
Daedalea quercina
Fomitopsis cajanderi
Fomitopsis pini-canadensis
Ischnoderma resinosum
Piptoporus betulinus
Postia caesia
Ganoderma applanatum
Ganoderma brownii
Ganoderma curtisii
Ganoderma oregonense
Ganoderma sessile
Grifola frondosa
Meripilus sumstinei
Abortiporus biennis
Bjerkandera adusta
Gloeoporus dichrous
Irpex lacteus
Phlebia incarnata
Phlebia tremellosa
Podoscypha petalodes
Climacodon septentrionalis
Daedaleopsis confragosa
Hexagonia hydnoides
Laetiporus cincinnatus
Laetiporus conifericola
Laetiporus sulphureus
Neofavolus alveolaris
Panus conchatus
Picipes badius
Polyporus alveolaris
Polyporus squamosus
Poronidulus conchifer
Pycnoporus sanguineus
Trametes gibbosa
Trametes hirsuta
Trametes versicolor
Trichaptum abietinum
Tyromyces chioneus
Auriscalpium vulgare
Hericium americanum
Lactarius deliciosus
Lactarius rubrilacteus
Lactarius rufulus
Lactarius xanthogalactus
Russula brevipes
Russula cerolens
Russula cremoricolor
Russula sanguinea
Stereum complicatum
Stereum ostrea
Xylobolus frustulatus
Calocera cornea
Calocera viscosa
Dacrymyces chrysospermus
Guepiniopsis alpina
Allodus podophylli
Puccinia lagenophorae
Puccinia malvacearum
Ductifera pululahuana
Tremella foliacea
Tremella mesenterica
Entomophthora muscae
Bryum argenteum
Leucolepis acanthoneura
Plagiomnium cuspidatum
Plagiomnium insigne
Rhizomnium glabrescens
Dicranum scoparium
Cyathophorum bulbosum
Pleurozium schreberi
Rhytidiadelphus loreus
Rhytidiadelphus triquetrus
Buckiella undulata
Ptilium crista-castrensis
Ptychomnion aciculare
Dawsonia superba
Polytrichum commune
Polytrichum piliferum
Cephaleuros lagerheimii
Trentepohlia aurea
Ulva intestinalis
Equisetum arvense
Equisetum fluviatile
Equisetum hyemale
Equisetum laevigatum
Equisetum telmateia
Equisetum variegatum
Ephedra trifurca
Ephedra viridis
Huperzia lucidula
Phlegmariurus varius
Dendrolycopodium dendroideum
Dendrolycopodium hickeyi
Dendrolycopodium obscurum
Diphasiastrum digitatum
Lycopodium clavatum
Lycopodium deuterodensum
Lycopodium fastigiatum
Lycopodium scariosum
Spinulum annotinum
Selaginella kraussiana
Selaginella lepidophylla
Selaginella rupestris
Sagittaria latifolia
Anthurium schlechtendalii
Arisaema dracontium
Arisaema triphyllum
Lysichiton americanus
Orontium aquaticum
Spirodela polyrhiza
Symplocarpus foetidus
Syngonium podophyllum
Xanthosoma robustum
Zantedeschia aethiopica
Elodea canadensis
Hydrocharis morsus-ranae
Najas minor
Triglochin maritima
Potamogeton crispus
Potamogeton natans
Triantha glutinosa
Phyllospadix scouleri
Phyllospadix torreyi
Chamaerops humilis
Cocos nucifera
Rhopalostylis sapida
Sabal mexicana
Sabal minor
Agapanthus praecox
Allium acuminatum
Allium campanulatum
Allium dichlamydeum
Allium falcifolium
Allium schoenoprasum
Allium stellatum
Allium tricoccum
Allium triquetrum
Crinum americanum
Habranthus tubispathus
Hymenocallis liriosme
Leucojum aestivum
Narcissus tazetta
Nothoscordum bivalve
Sprekelia formosissima
Zephyranthes atamasco
Zephyranthes chlorosolen
Zephyranthes drummondii
Agave americana
Agave deserti
Agave inaequidens
Agave palmeri
Agave parryi
Agave potatorum
Agave salmiana
Agave scabra
Agave shawii
Agave striata
Agave utahensis
Agave victoriae-reginae
Agave vivipara
Arthropodium cirratum
Asparagus asparagoides
Asparagus scandens
Brodiaea coronaria
Brodiaea terrestris
Camassia leichtlinii
Chlorogalum pomeridianum
Cordyline australis
Cordyline banksii
Cordyline fruticosa
Dasylirion texanum
Dasylirion wheeleri
Dichelostemma capitatum
Dichelostemma volubile
Drimia maritima
Echeandia flavescens
Hesperaloe parviflora
Hesperocallis undulata
Hesperoyucca whipplei
Leopoldia comosa
Leucocrinum montanum
Liriope muscari
Luzuriaga parviflora
Maianthemum bifolium
Maianthemum canadense
Maianthemum dilatatum
Maianthemum racemosum
Maianthemum stellatum
Maianthemum trifolium
Manfreda virginica
Muilla maritima
Muscari armeniacum
Nolina microcarpa
Nolina parryi
Nolina texana
Ornithogalum umbellatum
Polygonatum multiflorum
Polygonatum odoratum
Polygonatum pubescens
Prospero autumnale
Scilla bifolia
Triteleia hyacinthina
Triteleia laxa
Yucca brevifolia
Yucca constricta
Yucca glauca
Yucca madrensis
Yucca pallida
Yucca schidigera
Yucca schottii
Yucca torreyi
Aloe arborescens
Aloidendron dichotomum
Asphodelus ramosus
Dianella nigra
Phormium tenax
Astelia hastata
Astelia nervosa
Astelia solandri
Hypoxis hirsuta
Alophia drummondii
Aristea ecklonii
Chasmanthe floribunda
Crocus vernus
Dietes bicolor
Iris douglasiana
Iris fernaldii
Iris germanica
Iris macrosiphon
Iris pseudacorus
Iris tenax
Iris versicolor
Iris virginica
Libertia ixioides
Moraea sisyrinchium
Sisyrinchium albidum
Sisyrinchium bellum
Sisyrinchium campestre
Sisyrinchium rosulatum
